"","Municipality","Ann_cases","Year","State","MunDetailed","GAUL_CODE","Pop","Total_incid","year","GAUL_A2"
"1140","ACAYUCAN",63.36,2006,"VER","ACAYUCAN /-/ VER",30003,83817,0.000755932567378933,2006,30003
"1143","ALTO LUCERO",17.28,2006,"VER","ALTO LUCERO /-/ VER",30009,28017,0.000616768390619981,2006,30009
"1146","ANGEL R CABADA",28.8,2006,"VER","ANGEL R CABADA /-/ VER",30015,33528,0.00085898353614889,2006,30015
"1149","CAMARON DE TEJADA",11.52,2006,"VER","CAMARON DE TEJADA /-/ VER",30007,6224,0.00185089974293059,2006,30007
"1150","CASTILLO DE TEAYO",17.28,2006,"VER","CASTILLO DE TEAYO /-/ VER",30157,18663,0.000925896158173927,2006,30157
"1153","CHICONTEPEC",28.8,2006,"VER","CHICONTEPEC /-/ VER",30058,54982,0.000523807791640901,2006,30058
"1164","COXQUIHUI",11.52,2006,"VER","COXQUIHUI /-/ VER",30050,15492,0.000743609604957397,2006,30050
"1165","EL OJITAL",11.52,2006,"VER","EL OJITAL /-/ VER",30133,55358,0.000208100003612847,2006,30133
"1167","ESPINAL",23.04,2006,"VER","ESPINAL /-/ VER",30066,25548,0.00090183184593706,2006,30066
"1170","IXHUATLAN DE MADERO",11.52,2006,"VER","IXHUATLAN DE MADERO /-/ VER",30083,49820,0.000231232436772381,2006,30083
"1176","JESUS CARRANZA",11.52,2006,"VER","JESUS CARRANZA /-/ VER",30091,27080,0.000425406203840473,2006,30091
"1182","MINATITLAN",86.4,2006,"VER","MINATITLAN /-/ VER",30108,157840,0.000547389761784085,2006,30108
"1189","PAJAPAN",5.76,2006,"VER","PAJAPAN /-/ VER",30122,15909,0.000362059211766924,2006,30122
"1190","PAPANTLA",74.88,2006,"VER","PAPANTLA /-/ VER",30124,158599,0.000472134124427014,2006,30124
"1196","SAN JUAN EVANGELISTA",28.8,2006,"VER","SAN JUAN EVANGELISTA /-/ VER",30142,33435,0.000861372812920592,2006,30142
"1197","SAN RAFAEL",11.52,2006,"VER","SAN RAFAEL /-/ VER",30211,29277,0.000393482938825699,2006,30211
"1199","SAYULA DE ALEMAN",34.56,2006,"VER","SAYULA DE ALEMAN /-/ VER",30144,31974,0.00108087821354851,2006,30144
"1200","SOCHIAPA",5.76,2006,"VER","SOCHIAPA /-/ VER",30146,3502,0.00164477441462022,2006,30146
"1203","TATAHUICAPAN",5.76,2006,"VER","TATAHUICAPAN /-/ VER",30209,14297,0.000402881723438484,2006,30209
"1205","TEMAPACHE",103.68,2006,"VER","TEMAPACHE /-/ VER",30160,104499,0.000992162604426836,2006,30160
"1206","TEOCELO",23.04,2006,"VER","TEOCELO /-/ VER",30164,16327,0.00141115942916641,2006,30164
"1207","TEXISTEPEC",46.08,2006,"VER","TEXISTEPEC /-/ VER",30172,20199,0.00228130105450765,2006,30172
"1214","UXPANAPA",57.6,2006,"VER","UXPANAPA /-/ VER",30210,27346,0.00210634096394354,2006,30210
"1220","CACALCHEN",5.76,2006,"YUC","CACALCHEN /-/ YUC",31007,6811,0.000845690794303333,2006,31007
"1222","DZITAS",5.76,2006,"YUC","DZITAS /-/ YUC",31030,3540,0.0016271186440678,2006,31030
"1223","HOCABA",5.76,2006,"YUC","HOCABA /-/ YUC",31034,6061,0.000950338228015179,2006,31034
"1230","PROGRESO",28.8,2006,"YUC","PROGRESO /-/ YUC",31059,53958,0.000533748471033026,2006,31059
"1231","SAMAHIL",11.52,2006,"YUC","SAMAHIL /-/ YUC",31063,5008,0.00230031948881789,2006,31063
"1236","TEKIT",11.52,2006,"YUC","TEKIT /-/ YUC",31080,9884,0.00116552003237556,2006,31080
"1237","TEKOM",11.52,2006,"YUC","TEKOM /-/ YUC",31081,3100,0.00371612903225806,2006,31081
"1238","TEYA",5.76,2006,"YUC","TEYA /-/ YUC",31088,1977,0.00291350531107739,2006,31088
"1241","TIXCACALCUPUL",5.76,2006,"YUC","TIXCACALCUPUL /-/ YUC",31092,6665,0.000864216054013503,2006,31092
"1243","TUNKAS",11.52,2006,"YUC","TUNKAS /-/ YUC",31097,3464,0.0033256351039261,2006,31097
"1253","AMATENANGO DE LA FRONTERA",22.2,2007,"CHP","AMATENANGO DE LA FRONTERA /-/ CHP",7006,29547,0.000751345314245101,2007,7006
"1262","FRANCISCO LEON",5.55,2007,"CHP","FRANCISCO LEON /-/ CHP",7033,7000,0.000792857142857143,2007,7033
"1266","HUITIUPAN",11.1,2007,"CHP","HUITIUPAN /-/ CHP",7039,22536,0.000492545260915868,2007,7039
"1268","IXTACOMITAN",5.55,2007,"CHP","IXTACOMITAN /-/ CHP",7043,10176,0.000545400943396226,2007,7043
"1271","LA INDEPENDENCIA",11.1,2007,"CHP","LA INDEPENDENCIA /-/ CHP",7041,41266,0.00026898657490428,2007,7041
"1272","LA TRINITARIA",16.65,2007,"CHP","LA TRINITARIA /-/ CHP",7099,72769,0.000228806222429881,2007,7099
"1275","MARQUEZ DE COMILLAS",66.6,2007,"CHP","MARQUEZ DE COMILLAS /-/ CHP",7116,9856,0.00675730519480519,2007,7116
"1276","MAZAPA DE MADERO",5.55,2007,"CHP","MAZAPA DE MADERO /-/ CHP",7053,7793,0.000712177595277813,2007,7053
"1283","OSTUACAN",5.55,2007,"CHP","OSTUACAN /-/ CHP",7062,17067,0.000325188961153102,2007,7062
"1289","SABANILLA",5.55,2007,"CHP","SABANILLA /-/ CHP",7076,25187,0.000220351768769603,2007,7076
"1308","AQUILA",16.65,2007,"COL","AQUILA /-/ COL",16008,23536,0.00070742692046227,2007,16008
"1320","AJUCHITLAN DEL PROGRESO",94.35,2007,"GRO","AJUCHITLAN DEL PROGRESO /-/ GRO",12003,38203,0.0024697013323561,2007,12003
"1321","ALPOYECA",5.55,2007,"GRO","ALPOYECA /-/ GRO",12005,6637,0.000836221184270001,2007,12005
"1323","ARCELIA",61.05,2007,"GRO","ARCELIA /-/ GRO",12007,32181,0.00189708212920667,2007,12007
"1331","COPALA",5.55,2007,"GRO","COPALA /-/ GRO",12018,13636,0.000407010853622763,2007,12018
"1334","CUAJINICUILAPA",11.1,2007,"GRO","CUAJINICUILAPA /-/ GRO",12023,25922,0.000428207700023146,2007,12023
"1337","IGUALA DE LA INDEPENDENCIA",660.45,2007,"GRO","IGUALA DE LA INDEPENDENCIA /-/ GRO",12035,140363,0.00470529982972721,2007,12035
"1340","LEONARDO BRAVO",5.55,2007,"GRO","LEONARDO BRAVO /-/ GRO",12040,24720,0.000224514563106796,2007,12040
"1343","OLINALA",5.55,2007,"GRO","OLINALA /-/ GRO",12045,24723,0.000224487319500061,2007,12045
"1346","QUECHULTENANGO",66.6,2007,"GRO","QUECHULTENANGO /-/ GRO",12051,34728,0.0019177608845888,2007,12051
"1349","SAN MIGUEL TECOMATLAN",16.65,2007,"GRO","SAN MIGUEL TECOMATLAN /-/ GRO",12064,11495,0.00144845585036973,2007,12064
"1350","SAN MIGUEL TOTOLAPAN",27.75,2007,"GRO","SAN MIGUEL TOTOLAPAN /-/ GRO",12054,28009,0.000990752972258917,2007,12054
"1354","TELOLOAPAN",11.1,2007,"GRO","TELOLOAPAN /-/ GRO",12058,53769,0.000206438654243151,2007,12058
"1356","TIXTLA DE GUERRERO",33.3,2007,"GRO","TIXTLA DE GUERRERO /-/ GRO",12061,40058,0.000831294622796944,2007,12061
"1361","ZIRANDARO",5.55,2007,"GRO","ZIRANDARO /-/ GRO",12073,18813,0.000295008770531016,2007,12073
"1362","ZITLALA",5.55,2007,"GRO","ZITLALA /-/ GRO",12074,22587,0.000245716562624519,2007,12074
"1364","CIHUATLAN",55.5,2007,"JAL","CIHUATLAN /-/ JAL",14022,39020,0.00142234751409534,2007,14022
"1367","SAYULA DE ALEMAN",16.65,2007,"JAL","SAYULA DE ALEMAN /-/ JAL",14082,34829,0.000478049900944615,2007,14082
"1368","TECALITLAN",5.55,2007,"JAL","TECALITLAN /-/ JAL",14087,16847,0.000329435507805544,2007,14087
"1371","ATIZAPAN",5.55,2007,"MEX","ATIZAPAN /-/ MEX",15012,10299,0.000538887270608797,2007,15012
"1386","JONACATEPEC",5.55,2007,"MOR","JONACATEPEC /-/ MOR",17013,14604,0.000380032867707477,2007,17013
"1396","AHUACATLAN",5.55,2007,"NAY","AHUACATLAN /-/ NAY",18002,15229,0.000364436272900387,2007,18002
"1399","IXTLAN",105.45,2007,"NAY","IXTLAN /-/ NAY",18006,27273,0.00386646133538665,2007,18006
"1400","JALA",5.55,2007,"NAY","JALA /-/ NAY",18007,17698,0.000313594756469658,2007,18007
"1404","SAN PEDRO LAGUNILLAS",5.55,2007,"NAY","SAN PEDRO LAGUNILLAS /-/ NAY",18013,7510,0.00073901464713715,2007,18013
"1409","APODACA",1254.3,2007,"NLE","APODACA /-/ NLE",19006,523370,0.00239658367885053,2007,19006
"1410","BENITO JUAREZ",5.55,2007,"NLE","BENITO JUAREZ /-/ NLE",26071,22009,0.00025216956699532,2007,26071
"1412","CHINA",11.1,2007,"NLE","CHINA /-/ NLE",19013,10864,0.00102172312223859,2007,19013
"1414","ESCOBEDO",527.25,2007,"NLE","ESCOBEDO /-/ NLE",19021,357937,0.00147302458253827,2007,19021
"1416","GUADALUPE",482.85,2007,"NLE","GUADALUPE /-/ NLE",19026,678006,0.000712161839275759,2007,19026
"1417","ITURBIDE",5.55,2007,"NLE","ITURBIDE /-/ NLE",19030,3558,0.00155986509274874,2007,19030
"1421","PESQUERIA",5.55,2007,"NLE","PESQUERIA /-/ NLE",19041,20843,0.000266276447728254,2007,19041
"1422","RAYONES",5.55,2007,"NLE","RAYONES /-/ NLE",19043,2628,0.00211187214611872,2007,19043
"1425","SAN PEDRO",22.2,2007,"NLE","SAN PEDRO /-/ NLE",5033,102650,0.00021626887481734,2007,5033
"1427","SANTA CATARINA",127.65,2007,"NLE","SANTA CATARINA /-/ NLE",19048,268955,0.000474614712498373,2007,19048
"1430","ASUNCION IXTALTEPEC",27.75,2007,"OAX","ASUNCION IXTALTEPEC /-/ OAX",20005,14751,0.00188122839129551,2007,20005
"1431","AYOTZINTEPEC",5.55,2007,"OAX","AYOTZINTEPEC /-/ OAX",20009,6720,0.000825892857142857,2007,20009
"1433","EJUTLA DE CRESPO",22.2,2007,"OAX","EJUTLA DE CRESPO /-/ OAX",20028,19679,0.00112810610295239,2007,20028
"1435","GUADALUPE ETLA",5.55,2007,"OAX","GUADALUPE ETLA /-/ OAX",20033,2433,0.00228113440197287,2007,20033
"1436","GUEVEA DE HUMBOLDT",11.1,2007,"OAX","GUEVEA DE HUMBOLDT /-/ OAX",20036,5285,0.00210028382213813,2007,20036
"1438","LOMA BONITA",16.65,2007,"OAX","LOMA BONITA /-/ OAX",20044,41535,0.000400866738894908,2007,20044
"1439","MAGDALENA APASCO",5.55,2007,"OAX","MAGDALENA APASCO /-/ OAX",20045,7522,0.000737835681999468,2007,20045
"1440","MATIAS ROMERO",11.1,2007,"OAX","MATIAS ROMERO /-/ OAX",20057,38019,0.000291959283516137,2007,20057
"1441","MIAHUATLAN DE PORFIRIO DIAZ",27.75,2007,"OAX","MIAHUATLAN DE PORFIRIO DIAZ /-/ OAX",20059,41387,0.000670500398675913,2007,20059
"1442","OAXACA DE JUAREZ",510.6,2007,"OAX","OAXACA DE JUAREZ /-/ OAX",20067,263357,0.00193881309401307,2007,20067
"1443","PINOTEPA DE CON LUIS",22.2,2007,"OAX","PINOTEPA DE CON LUIS /-/ OAX",20070,6629,0.00334892140594358,2007,20070
"1446","SAN AGUSTIN CHAYUCO",5.55,2007,"OAX","SAN AGUSTIN CHAYUCO /-/ OAX",20082,3952,0.00140435222672065,2007,20082
"1447","SAN AGUSTIN DE LAS JUNTAS",5.55,2007,"OAX","SAN AGUSTIN DE LAS JUNTAS /-/ OAX",20083,8089,0.000686116948943009,2007,20083
"1449","SAN AGUSTIN YATARENI",5.55,2007,"OAX","SAN AGUSTIN YATARENI /-/ OAX",20087,4075,0.00136196319018405,2007,20087
"1450","SAN AGUXTIN LOXICHA",5.55,2007,"OAX","SAN AGUXTIN LOXICHA /-/ OAX",20086,874,0.00635011441647597,2007,20086
"1453","SAN ANTONIO TEPETLAPA",11.1,2007,"OAX","SAN ANTONIO TEPETLAPA /-/ OAX",20111,4394,0.00252617205279927,2007,20111
"1456","SAN FRANCISCO COZOALTEPEC",5.55,2007,"OAX","SAN FRANCISCO COZOALTEPEC /-/ OAX",20148,1945,0.00285347043701799,2007,20148
"1457","SAN FRANCISCO DEL MAR",5.55,2007,"OAX","SAN FRANCISCO DEL MAR /-/ OAX",20141,7232,0.000767422566371681,2007,20141
"1458","SAN FRANCISCO IXHUATAN",5.55,2007,"OAX","SAN FRANCISCO IXHUATAN /-/ OAX",20143,8959,0.00061948878223016,2007,20143
"1459","SAN GABRIEL MIXTEPEC",5.55,2007,"OAX","SAN GABRIEL MIXTEPEC /-/ OAX",20153,4733,0.00117261778998521,2007,20153
"1461","SAN JERONIMO TLACOCHAHUAYA",5.55,2007,"OAX","SAN JERONIMO TLACOCHAHUAYA /-/ OAX",20550,5076,0.00109338061465721,2007,20550
"1464","SAN JUAN BAUTISTA CUICATLAN",11.1,2007,"OAX","SAN JUAN BAUTISTA CUICATLAN /-/ OAX",20177,9441,0.00117572291070861,2007,20177
"1471","SAN LORENZO CACAOTEPEC",5.55,2007,"OAX","SAN LORENZO CACAOTEPEC /-/ OAX",20227,13704,0.000404991243432574,2007,20227
"1472","SAN LORENZO JAMILTEPEC",5.55,2007,"OAX","SAN LORENZO JAMILTEPEC /-/ OAX",20229,7048,0.000787457434733258,2007,20229
"1474","SAN MATEO DEL MAR",38.85,2007,"OAX","SAN MATEO DEL MAR /-/ OAX",20248,14252,0.00272593320235756,2007,20248
"1476","SAN MIGUEL PANIXTLAHUA",5.55,2007,"OAX","SAN MIGUEL PANIXTLAHUA /-/ OAX",20272,6161,0.000900827787696802,2007,20272
"1478","SAN PABLO HUIXTEPEC",5.55,2007,"OAX","SAN PABLO HUIXTEPEC /-/ OAX",20295,9025,0.000614958448753463,2007,20295
"1480","SAN PEDRO ATOYAC",5.55,2007,"OAX","SAN PEDRO ATOYAC /-/ OAX",20302,4136,0.00134187620889749,2007,20302
"1483","SAN PEDRO IXCATLAN",22.2,2007,"OAX","SAN PEDRO IXCATLAN /-/ OAX",20309,10371,0.00214058432166618,2007,20309
"1484","SAN PEDRO IXTLAHUACA",5.55,2007,"OAX","SAN PEDRO IXTLAHUACA /-/ OAX",20310,6822,0.000813544415127529,2007,20310
"1488","SAN PEDRO SHINIYUVI",5.55,2007,"OAX","SAN PEDRO SHINIYUVI /-/ OAX",20335,1002,0.00553892215568862,2007,20335
"1490","SAN PEDRO Y SAN PABLO VILLA",5.55,2007,"OAX","SAN PEDRO Y SAN PABLO VILLA /-/ OAX",20337,5602,0.000990717600856837,2007,20337
"1494","SANTA CRUZ AMILPAS",11.1,2007,"OAX","SANTA CRUZ AMILPAS /-/ OAX",20375,10120,0.00109683794466403,2007,20375
"1495","SANTA CRUZ XOXOCOTLAN",16.65,2007,"OAX","SANTA CRUZ XOXOCOTLAN /-/ OAX",20385,77833,0.000213919545693986,2007,20385
"1499","SANTA MARIA EL TULE",5.55,2007,"OAX","SANTA MARIA EL TULE /-/ OAX",20409,8165,0.000679730557256583,2007,20409
"1501","SANTA MARIA JACATEPEC",11.1,2007,"OAX","SANTA MARIA JACATEPEC /-/ OAX",20417,9240,0.0012012987012987,2007,20417
"1503","SANTA MARIA MIXTEQUILLA",5.55,2007,"OAX","SANTA MARIA MIXTEQUILLA /-/ OAX",20421,4442,0.00124943719045475,2007,20421
"1504","SANTA MARIA PETAPA",11.1,2007,"OAX","SANTA MARIA PETAPA /-/ OAX",20427,15387,0.000721388184831351,2007,20427
"1506","SANTA MARIA XADANI",27.75,2007,"OAX","SANTA MARIA XADANI /-/ OAX",20441,7781,0.00356637964271944,2007,20441
"1509","SANTIAGO JOCOTEPEC",22.2,2007,"OAX","SANTIAGO JOCOTEPEC /-/ OAX",20468,13568,0.00163620283018868,2007,20468
"1510","SANTIAGO NILTEPEC",16.65,2007,"OAX","SANTIAGO NILTEPEC /-/ OAX",20066,5353,0.00311040538016066,2007,20066
"1512","SANTIAGO TETEPEC",5.55,2007,"OAX","SANTIAGO TETEPEC /-/ OAX",20489,4953,0.00112053301029679,2007,20489
"1513","SANTIAGO YAVEO",55.5,2007,"OAX","SANTIAGO YAVEO /-/ OAX",20498,6665,0.00832708177044261,2007,20498
"1518","TLACOLULA DE MATAMOROS",5.55,2007,"OAX","TLACOLULA DE MATAMOROS /-/ OAX",20551,19625,0.000282802547770701,2007,20551
"1519","TRINIDAD ZAACHILA",5.55,2007,"OAX","TRINIDAD ZAACHILA /-/ OAX",20555,2653,0.00209197135318507,2007,20555
"1522","VILLA SOLA DE VEGA",5.55,2007,"OAX","VILLA SOLA DE VEGA /-/ OAX",20277,12525,0.00044311377245509,2007,20277
"1524","XICOTEPEC",33.3,2007,"PUE","XICOTEPEC /-/ PUE",21197,75601,0.000440470364148622,2007,21197
"1529","LAZARO CARDENAS",111,2007,"ROO","LAZARO CARDENAS /-/ ROO",23007,25333,0.00438163660048158,2007,23007
"1532","AXTLA",11.1,2007,"SLP","AXTLA /-/ SLP",24057,30299,0.000366348724380343,2007,24057
"1535","SAN VICENTE TANCUAYALAB",5.55,2007,"SLP","SAN VICENTE TANCUAYALAB /-/ SLP",24034,14958,0.000371038908945046,2007,24034
"1546","SAN IGNACIO",5.55,2007,"SIN","SAN IGNACIO /-/ SIN",25016,22527,0.000246371021440938,2007,25016
"1547","ALAMOS",5.55,2007,"SON","ALAMOS /-/ SON",26003,25848,0.000214716805942433,2007,26003
"1550","CENTRO",360.75,2007,"TAB","CENTRO /-/ TAB",27004,640359,0.000563355867568036,2007,27004
"1555","NACAJUCA",38.85,2007,"TAB","NACAJUCA /-/ TAB",27013,115066,0.000337632315366833,2007,27013
"1557","TACOTALPA",27.75,2007,"TAB","TACOTALPA /-/ TAB",27015,46302,0.000599326163016716,2007,27015
"1561","CAMARGO",22.2,2007,"TAM","CAMARGO /-/ TAM",28007,14933,0.00148664032679301,2007,28007
"1566","GUSTAVO DIAZ ORDAZ",22.2,2007,"TAM","GUSTAVO DIAZ ORDAZ /-/ TAM",28015,15775,0.00140729001584786,2007,28015
"1567","HIDALGO",5.55,2007,"TAM","HIDALGO /-/ TAM",28016,23793,0.000233261883747321,2007,28016
"1568","JAUMAVE",11.1,2007,"TAM","JAUMAVE /-/ TAM",28017,15105,0.000734856007944389,2007,28017
"1572","MIGUEL ALEMAN",11.1,2007,"TAM","MIGUEL ALEMAN /-/ TAM",28025,27015,0.000410882842865075,2007,28025
"1573","NUEVO LAREDO",793.65,2007,"TAM","NUEVO LAREDO /-/ TAM",28027,384033,0.00206661927490606,2007,28027
"1576","PANUCO",61.05,2007,"TAM","PANUCO /-/ TAM",30123,97290,0.000627505396238051,2007,30123
"1579","SAN CARLOS",16.65,2007,"TAM","SAN CARLOS /-/ TAM",28034,9331,0.00178437466509484,2007,28034
"1594","ATZALAN",38.85,2007,"VER","ATZALAN /-/ VER",30023,48397,0.000802735706758683,2007,30023
"1597","CARLOS A CARRILLO",99.9,2007,"VER","CARLOS A CARRILLO /-/ VER",30208,22907,0.00436111232374383,2007,30208
"1601","CHACALTIANGUIS",33.3,2007,"VER","CHACALTIANGUIS /-/ VER",30054,11683,0.0028502953008645,2007,30054
"1604","CHUMATLAN",5.55,2007,"VER","CHUMATLAN /-/ VER",30064,3889,0.00142710208279763,2007,30064
"1605","COACOATZINTLA",5.55,2007,"VER","COACOATZINTLA /-/ VER",30036,9416,0.000589422259983008,2007,30036
"1606","COAHUITLAN",11.1,2007,"VER","COAHUITLAN /-/ VER",30037,7810,0.00142125480153649,2007,30037
"1607","COATEPEC",33.3,2007,"VER","COATEPEC /-/ VER",30038,86696,0.00038410076589462,2007,30038
"1613","COSAUTLAN DE CARVAJAL",5.55,2007,"VER","COSAUTLAN DE CARVAJAL /-/ VER",30046,15668,0.00035422517232576,2007,30046
"1618","EMILIANO ZAPATA",111,2007,"VER","EMILIANO ZAPATA /-/ VER",30065,61718,0.00179850286788295,2007,30065
"1620","FILOMENO MATA",33.3,2007,"VER","FILOMENO MATA /-/ VER",30067,16418,0.00202826166402729,2007,30067
