"","Municipality","Ann_cases","Year","State","MunDetailed","GAUL_CODE","Pop","Total_incid","year","GAUL_A2"
"9316","COMONFORT",18,2017,"GUA","COMONFORT /-/ GUA",11009,77794,0.000231380312106332,2017,11009
"9317","CORTAZAR",41,2017,"GUA","CORTAZAR /-/ GUA",11011,88397,0.000463816645361268,2017,11011
"9323","LEON",2319,2017,"GUA","LEON /-/ GUA",11020,1436480,0.00161436288705725,2017,11020
"9330","ROMITA  GTO",58,2017,"GUA","ROMITA  GTO /-/ GUA",11026,56655,0.00102374018180214,2017,11026
"9331","SALAMANCA",68,2017,"GUA","SALAMANCA /-/ GUA",11027,260732,0.000260804197413436,2017,11027
"9332","SALVATIERRA",84,2017,"GUA","SALVATIERRA /-/ GUA",11028,97054,0.000865497558060461,2017,11028
"9335","SAN FRANCISCO DEL RINCON GTO",66,2017,"GUA","SAN FRANCISCO DEL RINCON GTO /-/ GUA",11031,113570,0.000581139385401074,2017,11031
"9337","SANTA CRUZ DE JUVENTINO ROSAS",141,2017,"GUA","SANTA CRUZ DE JUVENTINO ROSAS /-/ GUA",11035,79214,0.00177998838589138,2017,11035
"9338","SANTIAGO MARAVATIO",6,2017,"GUA","SANTIAGO MARAVATIO /-/ GUA",11036,6670,0.000899550224887556,2017,11036
"9339","SILAO GTO",84,2017,"GUA","SILAO GTO /-/ GUA",11037,173024,0.000485481782874052,2017,11037
"9341","TARIMORO",13,2017,"GUA","TARIMORO /-/ GUA",11039,35571,0.000365466250597397,2017,11039
"9343","VILLAGRAN GTO",60,2017,"GUA","VILLAGRAN GTO /-/ GUA",11044,55782,0.0010756157900398,2017,11044
"9417","CHIMALTITAN",1,2017,"JAL","CHIMALTITAN /-/ JAL",14031,3771,0.000265181649429859,2017,14031
"9441","SAN GABRIEL",4,2017,"JAL","SAN GABRIEL /-/ JAL",14113,15310,0.000261267145656434,2017,14113
"9476","SAN SIMON DE GUERRERO",4,2017,"MEX","SAN SIMON DE GUERRERO /-/ MEX",15077,6272,0.000637755102040816,2017,15077
"9482","ZACAZONAPAN",2,2017,"MEX","ZACAZONAPAN /-/ MEX",15116,4051,0.000493705257960997,2017,15116
"9628","SAN PEDRO EL ALTO",1,2017,"OAX","SAN PEDRO EL ALTO /-/ OAX",20306,3903,0.000256213169356905,2017,20306
"9650","CALTEPEC",1,2017,"PUE","CALTEPEC /-/ PUE",21027,4177,0.000239406272444338,2017,21027
"9673","SAN ANTONIO CAÑADA",3,2017,"PUE","SAN ANTONIO CANADA /-/ PUE",21120,5110,0.000587084148727984,2017,21120
"9692","XOCHILTEPEC",1,2017,"PUE","XOCHILTEPEC /-/ PUE",21201,3187,0.000313774709758393,2017,21201
"9697","TOLIMAN",12,2017,"QUE","TOLIMAN /-/ QUE",22018,26372,0.000455028060063704,2017,22018
"9893","ZONTECOMATLAN",11,2017,"VER","ZONTECOMATLAN /-/ VER",30202,13866,0.000793307370546661,2017,30202
"10007","PIEDRAS NEGRAS",55,2018,"COA","PIEDRAS NEGRAS /-/ COA",5025,152806,0.000359933510464249,2018,5025
"10011","SAN BUENAVENTURA",5,2018,"COA","SAN BUENAVENTURA /-/ COA",5031,22149,0.000225743825906361,2018,5031
"10024","TLAHUALILO",5,2018,"DUR","TLAHUALILO /-/ DUR",10036,22244,0.000224779715878439,2018,10036
"10081","AYOTLAN",20,2018,"JAL","AYOTLAN /-/ JAL",14016,38291,0.0005223159489175,2018,14016
"10118","TENAMAXTLAN",6,2018,"JAL","TENAMAXTLAN /-/ JAL",14090,7051,0.000850943128634236,2018,14090
"10142","OTZOLOAPAN",6,2018,"MEX","OTZOLOAPAN /-/ MEX",15066,4864,0.00123355263157895,2018,15066
"10163","TANHUATO",19,2018,"MIC","TANHUATO /-/ MIC",16086,15176,0.00125197680548234,2018,16086
"10256","SAN MIGUEL SUCHIXTEPEC",1,2018,"OAX","SAN MIGUEL SUCHIXTEPEC /-/ OAX",20279,2911,0.000343524562006183,2018,20279
"10269","SANTA MARIA GUIENAGATI",1,2018,"OAX","SANTA MARIA GUIENAGATI /-/ OAX",20412,3286,0.000304321363359708,2018,20412
"10302","CIUDAD FERNANDEZ",20,2018,"SLP","CIUDAD FERNANDEZ /-/ SLP",24011,43528,0.000459474361330638,2018,24011
"10318","VANEGAS",4,2018,"SLP","VANEGAS /-/ SLP",24044,7902,0.000506200961781827,2018,24044
"10389","CAMERINO Z. MENDOZA",11,2018,"VER","CAMERINO Z. MENDOZA /-/ VER",30030,41778,0.000263296471827277,2018,30030
"10406","COETZALA",12,2018,"VER","COETZALA /-/ VER",30041,2144,0.00559701492537313,2018,30041
"10466","SAN ANDRES TENEJAPAN",4,2018,"VER","SAN ANDRES TENEJAPAN /-/ VER",30140,2715,0.00147329650092081,2018,30140
"10553","COMITAN DE DOMINGUEZ",67,2019,"CHP","COMITAN DE DOMINGUEZ /-/ CHP",7019,141013,0.000475133498329941,2019,7019
"10624","JIMENEZ CHIHUAHUA",32,2019,"CHH","JIMENEZ CHIHUAHUA /-/ CHH",8036,41265,0.00077547558463589,2019,8036
"10656","IRAPUATO",122,2019,"GUA","IRAPUATO /-/ GUA",11017,529440,0.000230432154729526,2019,11017
"10742","ACATIC",16,2019,"JAL","ACATIC /-/ JAL",14001,21206,0.000754503442421956,2019,14001
"10751","ATENGUILLO",1,2019,"JAL","ATENGUILLO /-/ JAL",14012,4115,0.000243013365735115,2019,14012
"10752","ATOTONILCO EL ALTO",15,2019,"JAL","ATOTONILCO EL ALTO /-/ JAL",14013,57717,0.000259888767607464,2019,14013
"10766","COLOTLAN",10,2019,"JAL","COLOTLAN /-/ JAL",14025,18091,0.000552761041401802,2019,14025
"10768","CUQUIO",6,2019,"JAL","CUQUIO /-/ JAL",14029,17795,0.000337173363304299,2019,14029
"10780","HUEJUQUILLA EL ALTO",8,2019,"JAL","HUEJUQUILLA EL ALTO /-/ JAL",14042,8781,0.000911057966063091,2019,14042
"10793","MANZANILLA DE LA PAZ LA",1,2019,"JAL","MANZANILLA DE LA PAZ LA /-/ JAL",14057,3755,0.000266311584553928,2019,14057
"10811","SANTA MARIA DE LOS ANGELES",1,2019,"JAL","SANTA MARIA DE LOS ANGELES /-/ JAL",14081,3726,0.000268384326355341,2019,14081
"10825","TLAJOMULCO DE ZUÑIGA JAL",236,2019,"JAL","TLAJOMULCO DE ZUNIGA JAL /-/ JAL",14097,416626,0.000566455286035917,2019,14097
"10832","TOTOTLAN",7,2019,"JAL","TOTOTLAN /-/ JAL",14105,21871,0.000320058524987426,2019,14105
"10839","YAHUALICA DE GONZALEZ GALLO",10,2019,"JAL","YAHUALICA DE GONZALEZ GALLO /-/ JAL",14118,22284,0.000448752468138575,2019,14118
"10844","ZAPOTLAN DEL REY",4,2019,"JAL","ZAPOTLAN DEL REY /-/ JAL",14123,17585,0.00022746659084447,2019,14123
"10846","ZAPOTLANEJO",30,2019,"JAL","ZAPOTLANEJO /-/ JAL",14124,63636,0.000471431265321516,2019,14124
"10864","CUITZEO",36,2019,"MIC","CUITZEO /-/ MIC",16020,28227,0.00127537464130088,2019,16020
"10872","JOSE SIXTO VERDUZCO",6,2019,"MIC","JOSE SIXTO VERDUZCO /-/ MIC",16113,25576,0.000234594932749453,2019,16113
"10878","NUMARAN",5,2019,"MIC","NUMARAN /-/ MIC",16060,9599,0.000520887592457548,2019,16060
"10884","PURUANDIRO MICH",48,2019,"MIC","PURUANDIRO MICH /-/ MIC",16071,67837,0.000707578460132376,2019,16071
"10898","TZINTZUNTZAN",3,2019,"MIC","TZINTZUNTZAN /-/ MIC",16100,13556,0.000221304219533786,2019,16100
"10985","AYOQUEZCO DE ALDAMA",1,2019,"OAX","AYOQUEZCO DE ALDAMA /-/ OAX",20398,4406,0.000226963231956423,2019,20398
"10990","COMPAÑIA LA",1,2019,"OAX","COMPANIA LA /-/ OAX",20017,3302,0.000302846759539673,2019,20017
"11000","MAGDALENA OCOTLAN",1,2019,"OAX","MAGDALENA OCOTLAN /-/ OAX",20049,1141,0.000876424189307625,2019,20049
"11015","REYES ETLA",1,2019,"OAX","REYES ETLA /-/ OAX",20077,3568,0.000280269058295964,2019,20077
"11017","SAN AGUSTIN ATENANGO",2,2019,"OAX","SAN AGUSTIN ATENANGO /-/ OAX",20081,1914,0.00104493207941484,2019,20081
"11021","SAN ANDRES DINICUITI",2,2019,"OAX","SAN ANDRES DINICUITI /-/ OAX",20089,2152,0.000929368029739777,2019,20089
"11028","SAN BALTAZAR CHICHICAPAM",8,2019,"OAX","SAN BALTAZAR CHICHICAPAM /-/ OAX",20112,2439,0.003280032800328,2019,20112
"11032","SAN DIONISIO OCOTLAN",1,2019,"OAX","SAN DIONISIO OCOTLAN /-/ OAX",20132,1245,0.000803212851405623,2019,20132
"11036","SAN FRANCISCO TELIXTLAHUACA",9,2019,"OAX","SAN FRANCISCO TELIXTLAHUACA /-/ OAX",20150,11893,0.000756747666694694,2019,20150
"11042","SAN JOSE LACHIGUIRI",1,2019,"OAX","SAN JOSE LACHIGUIRI /-/ OAX",20170,3849,0.00025980774227072,2019,20170
"11062","SAN PABLO CUATRO VENADOS",1,2019,"OAX","SAN PABLO CUATRO VENADOS /-/ OAX",20292,1388,0.000720461095100865,2019,20292
"11074","SAN PEDRO TEOZACOALCO",1,2019,"OAX","SAN PEDRO TEOZACOALCO /-/ OAX",20329,1320,0.000757575757575758,2019,20329
"11079","SAN SEBASTIAN TEITIPAC",2,2019,"OAX","SAN SEBASTIAN TEITIPAC /-/ OAX",20349,1976,0.00101214574898785,2019,20349
"11081","SAN SIMON ALMOLONGAS",1,2019,"OAX","SAN SIMON ALMOLONGAS /-/ OAX",20351,2623,0.000381242851696531,2019,20351
"11082","SANTA ANA DEL VALLE",1,2019,"OAX","SANTA ANA DEL VALLE /-/ OAX",20356,1993,0.000501756146512795,2019,20356
"11083","SANTA ANA OAX",2,2019,"OAX","SANTA ANA OAX /-/ OAX",20353,1978,0.00101112234580384,2019,20353
"11086","SANTA CATARINA QUIANE",3,2019,"OAX","SANTA CATARINA QUIANE /-/ OAX",20369,1847,0.00162425554953979,2019,20369
"11091","SANTA INES YATZECHE",1,2019,"OAX","SANTA INES YATZECHE /-/ OAX",20389,921,0.001085776330076,2019,20389
"11106","SANTIAGO CACALOXTEPEC",3,2019,"OAX","SANTIAGO CACALOXTEPEC /-/ OAX",20456,1686,0.00177935943060498,2019,20456
"11119","SANTO DOMINGO TEOJOMULCO",2,2019,"OAX","SANTO DOMINGO TEOJOMULCO /-/ OAX",20516,4571,0.000437541019470575,2019,20516
"11123","SANTO TOMAS MAZALTEPEC",1,2019,"OAX","SANTO TOMAS MAZALTEPEC /-/ OAX",20531,2333,0.00042863266180883,2019,20531
"11134","VILLA HIDALGO OAX",1,2019,"OAX","VILLA HIDALGO OAX /-/ OAX",20038,2112,0.000473484848484848,2019,20038
"11164","HUEYTAMALCO",38,2019,"PUE","HUEYTAMALCO /-/ PUE",21076,26689,0.00142380756116752,2019,21076
"11166","IXCAQUIXTLA",2,2019,"PUE","IXCAQUIXTLA /-/ PUE",21082,8093,0.000247127146917089,2019,21082
"11183","SAN JUAN ATZOMPA",13,2019,"PUE","SAN JUAN ATZOMPA /-/ PUE",21131,872,0.0149082568807339,2019,21131
"11186","SANTIAGO MIAHUATLAN",7,2019,"PUE","SANTIAGO MIAHUATLAN /-/ PUE",21149,21993,0.000318283090074114,2019,21149
"11191","TEPANCO DE LOPEZ",5,2019,"PUE","TEPANCO DE LOPEZ /-/ PUE",21161,19002,0.000263130196821387,2019,21161
"11194","TEPEXI DE RODRIGUEZ",5,2019,"PUE","TEPEXI DE RODRIGUEZ /-/ PUE",21169,20478,0.000244164469186444,2019,21169
"11197","TLACUILOTEPEC",8,2019,"PUE","TLACUILOTEPEC /-/ PUE",21178,17115,0.0004674262342974,2019,21178
"11201","TUZAMAPAN DE GALEANA",21,2019,"PUE","TUZAMAPAN DE GALEANA /-/ PUE",21192,5983,0.00350994484372388,2019,21192
"11205","ZAPOTITLAN",22,2019,"PUE","ZAPOTITLAN /-/ PUE",21209,8220,0.00267639902676399,2019,21209
"11206","ZIHUATEUTLA",4,2019,"PUE","ZIHUATEUTLA /-/ PUE",21213,12530,0.000319233838786911,2019,21213
"11224","CARDENAS",10,2019,"SLP","CARDENAS /-/ SLP",24005,18937,0.000528066747636901,2019,24005
"11239","S. NICOLAS TOLENTINO",39,2019,"SLP","S. NICOLAS TOLENTINO /-/ SLP",24030,5466,0.00713501646542261,2019,24030
"11241","SAN LUIS POTOSI",298,2019,"SLP","SAN LUIS POTOSI /-/ SLP",24028,772604,0.000385708590688114,2019,24028
"11244","SANTA MARIA DEL RIO",20,2019,"SLP","SANTA MARIA DEL RIO /-/ SLP",24032,40326,0.000495957942766453,2019,24032
"11245","SOLEDAD DE G. S.",80,2019,"SLP","SOLEDAD DE G. S. /-/ SLP",24035,267839,0.000298686897725873,2019,24035
"11256","VILLA JUAREZ",11,2019,"SLP","VILLA JUAREZ /-/ SLP",24052,10174,0.00108118734027914,2019,24052
"11289","RAYON  SON",1,2019,"SON","RAYON  SON /-/ SON",26050,1599,0.000625390869293308,2019,26050
"11330","ACAJETE VER",2,2019,"VER","ACAJETE VER /-/ VER",30001,8223,0.000243220235923629,2019,30001
"11335","ACULTZINGO",9,2019,"VER","ACULTZINGO /-/ VER",30006,20973,0.000429123158346445,2019,30006
"11345","ATZACAN",39,2019,"VER","ATZACAN /-/ VER",30022,20063,0.00194387678811743,2019,30022
"11348","BANDERILLA",21,2019,"VER","BANDERILLA /-/ VER",30026,21546,0.000974658869395711,2019,30026
"11366","CHOCAMAN",10,2019,"VER","CHOCAMAN /-/ VER",30062,18601,0.000537605505080372,2019,30062
"11395","HUATUSCO",56,2019,"VER","HUATUSCO /-/ VER",30071,54561,0.00102637415003391,2019,30071
"11428","NAOLINCO",23,2019,"VER","NAOLINCO /-/ VER",30112,20255,0.00113552209331029,2019,30112
"11452","RAFAEL LUCIO",4,2019,"VER","RAFAEL LUCIO /-/ VER",30136,7023,0.000569557169300869,2019,30136
"11477","TEPETLAN",39,2019,"VER","TEPETLAN /-/ VER",30166,9004,0.00433140826299422,2019,30166
"11485","TLACHICHILCO",8,2019,"VER","TLACHICHILCO /-/ VER",30180,11276,0.000709471443774388,2019,30180
"11493","TOMATLAN",16,2019,"VER","TOMATLAN /-/ VER",30186,6763,0.0023658139878752,2019,30186
"11504","XICO",41,2019,"VER","XICO /-/ VER",30092,35188,0.00116516994429919,2019,30092
"11510","ZONGOLICA",16,2019,"VER","ZONGOLICA /-/ VER",30201,41923,0.000381652076425828,2019,30201
